id,name,path,collection,parentId,sourceUrl,folderUrl,type,extension,displaySize,campaignMonth,formatFromName,ugcLabeled,previewLabeled,storageStatus,inspectionStatus,performanceStatus
1aVS8hVoS-WBgJcAgxY4eR2f-97nYQmx-,Fibrex Vastly Superior to Vinyl.mov,Brand Assets/VIDEO & ANIMATIONS/ANIMATION/Fibrex Vastly Superior to Vinyl.mov,brand,1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,https://drive.google.com/file/d/1aVS8hVoS-WBgJcAgxY4eR2f-97nYQmx-/view,https://drive.google.com/drive/folders/1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,video,.mov,81.5 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1THfTv2H2mDqq88IeYueyrClTF-W6hBb0,MOD 02 - Installation_MASTER.mov,Brand Assets/VIDEO & ANIMATIONS/ANIMATION/MOD 02 - Installation_MASTER.mov,brand,1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,https://drive.google.com/file/d/1THfTv2H2mDqq88IeYueyrClTF-W6hBb0/view,https://drive.google.com/drive/folders/1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,video,.mov,410.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1BBG2MXgQaWUg6Vqk1Bdd9_L865Y9wvoN,Nation's Best Warranty Shield.mov,Brand Assets/VIDEO & ANIMATIONS/ANIMATION/Nation's Best Warranty Shield.mov,brand,1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,https://drive.google.com/file/d/1BBG2MXgQaWUg6Vqk1Bdd9_L865Y9wvoN/view,https://drive.google.com/drive/folders/1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,video,.mov,129.6 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1TibSEbUTAUcFGLiihnwIpKQN-U1iPjdW,RbA Logo (R) - for light background.mov,Brand Assets/VIDEO & ANIMATIONS/ANIMATION/RbA Logo (R) - for light background.mov,brand,1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,https://drive.google.com/file/d/1TibSEbUTAUcFGLiihnwIpKQN-U1iPjdW/view,https://drive.google.com/drive/folders/1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,video,.mov,281.2 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1rPAjcn8-2iUrtO_xxiIffzO766qaHsNC,Renewal Now 15 - Master.mov,Brand Assets/VIDEO & ANIMATIONS/ANIMATION/Renewal Now 15 - Master.mov,brand,1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,https://drive.google.com/file/d/1rPAjcn8-2iUrtO_xxiIffzO766qaHsNC/view,https://drive.google.com/drive/folders/1yKXuBzHR0TZqED6NDzB2tJmU4NDX_Twr,video,.mov,164.1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1NGr8Yq9qrKoOHjYkt7kxGT_NCUQwGx7L,Renewal Now 30 - Master.mov,Brand Assets/VIDEO & ANIMATIONS/Renewal Now 30 - Master.mov,brand,1f4JtGn08STqTCUrF_2xamjPqVxggSRPt,https://drive.google.com/file/d/1NGr8Yq9qrKoOHjYkt7kxGT_NCUQwGx7L/view,https://drive.google.com/drive/folders/1f4JtGn08STqTCUrF_2xamjPqVxggSRPt,video,.mov,320.1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1REn8xB6xza7m68_XEiEGJzasXf5Y01Pw,bay and bow beauty 1.png,Brand Assets/Windows/bay and bow beauty 1.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1REn8xB6xza7m68_XEiEGJzasXf5Y01Pw/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,22 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1AsPTkL9O-zWpYePSHRFT1USx3B86x8G9,beauty shot 2.png,Brand Assets/Windows/beauty shot 2.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1AsPTkL9O-zWpYePSHRFT1USx3B86x8G9/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,65.4 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1UmpzN5XEbgibkfRKbyCIxiaxmehGWowX,casement beauty.png,Brand Assets/Windows/casement beauty.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1UmpzN5XEbgibkfRKbyCIxiaxmehGWowX/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,34 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1R5aLQd1WONusKwKdxh4QG500pX9PUa9R,casement window.png,Brand Assets/Windows/casement window.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1R5aLQd1WONusKwKdxh4QG500pX9PUa9R/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,36.2 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1bf8c9ajfQCSZN04zMw2ADKN36qpZ4MJ-,double hung windows.png,Brand Assets/Windows/double hung windows.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1bf8c9ajfQCSZN04zMw2ADKN36qpZ4MJ-/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,48.4 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1plFsWjXx_GqGMscAGGx-C9x_oC7r74zm,PHTO 2006 Homeworks Great Room Midwest Autumn 11B RGB.jpg,Brand Assets/Windows/PHTO 2006 Homeworks Great Room Midwest Autumn 11B RGB.jpg,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1plFsWjXx_GqGMscAGGx-C9x_oC7r74zm/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.jpg,2.2 MB,,,False,False,linked_to_drive,cataloged,not_supplied
17g8KevAKotINR8hUKem3mk5l05oujcAD,PHTO Beauty Bedroom 12181 7549A RGB.jpg,Brand Assets/Windows/PHTO Beauty Bedroom 12181 7549A RGB.jpg,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/17g8KevAKotINR8hUKem3mk5l05oujcAD/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.jpg,8.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1ZxrgbaqnS18cE0Z_vKJ2btkH-2bMLKxg,PHTO Beauty Bedroom 12759 1010A RGB.png,Brand Assets/Windows/PHTO Beauty Bedroom 12759 1010A RGB.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1ZxrgbaqnS18cE0Z_vKJ2btkH-2bMLKxg/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,23.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1mG9TUuTDnDJeL6hB0i-Nb3wzto-HGJU-,PHTO Beauty Stairwell 13502 1431A.png,Brand Assets/Windows/PHTO Beauty Stairwell 13502 1431A.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1mG9TUuTDnDJeL6hB0i-Nb3wzto-HGJU-/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,39.9 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1YbyV2CTT1J9h1m6aiHCcvxkgYjneshF0,PHTO Beauty Winslow Sunroom 13502 1350A.jpg,Brand Assets/Windows/PHTO Beauty Winslow Sunroom 13502 1350A.jpg,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1YbyV2CTT1J9h1m6aiHCcvxkgYjneshF0/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.jpg,7.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1FUxBxLHT54DbAgOsGX9PzXJ3cTnpkoRV,picture beauty.png,Brand Assets/Windows/picture beauty.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1FUxBxLHT54DbAgOsGX9PzXJ3cTnpkoRV/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,49.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1iXOv3KRUm9xX78UaaDFQx12U-uA7lrvB,window and door RBA.png,Brand Assets/Windows/window and door RBA.png,brand,199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,https://drive.google.com/file/d/1iXOv3KRUm9xX78UaaDFQx12U-uA7lrvB/view,https://drive.google.com/drive/folders/199ZlUKvV5ADGT5FuWkqQ3NYbjaD5TEKP,image,.png,37.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
131IdsvfDLAwuFBKoaFrQ_ds8Oxl3rTUv,bay window.ai,Brand Assets/Working Vectors/bay window.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/131IdsvfDLAwuFBKoaFrQ_ds8Oxl3rTUv/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,266 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1rkCy4roVf6SsvRSAeD-OfsBMWPJEef68,ICON Patio Door Gliding Frenchwood 4-Panel Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Gliding Frenchwood 4-Panel Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1rkCy4roVf6SsvRSAeD-OfsBMWPJEef68/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,247 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1Wv4Cdl92yici4Bk4ybYJ9uHWm9CtTHR0,ICON Patio Door Gliding Perma-Shield Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Gliding Perma-Shield Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1Wv4Cdl92yici4Bk4ybYJ9uHWm9CtTHR0/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,248 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1d225qmzjQWDKt83hs5S1F3K17DUi79Rx,ICON Patio Door Hinged Frenchwood 2-Panel Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Hinged Frenchwood 2-Panel Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1d225qmzjQWDKt83hs5S1F3K17DUi79Rx/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,618 KB,,,False,False,linked_to_drive,cataloged,not_supplied
14JxrGkRhmWiEMuW9_WCEpXLrn4U5ivZc,ICON Patio Door Hinged Frenchwood Inswing 1-Panel Single Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Hinged Frenchwood Inswing 1-Panel Single Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/14JxrGkRhmWiEMuW9_WCEpXLrn4U5ivZc/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,617 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1IjLIuBNW0axhBvnogNAQ11o8N6BQt9np,ICON Patio Door Hinged Frenchwood Inswing 2-Panel Single Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Hinged Frenchwood Inswing 2-Panel Single Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1IjLIuBNW0axhBvnogNAQ11o8N6BQt9np/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,618 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1LXwi1IO2ymCoBHZEJjmmVdowZ59ESaUe,ICON Patio Door Hinged Frenchwood Inswing 3-Panel Single Gray RGB.ai,Brand Assets/Working Vectors/ICON Patio Door Hinged Frenchwood Inswing 3-Panel Single Gray RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1LXwi1IO2ymCoBHZEJjmmVdowZ59ESaUe/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,619 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1GB8rhbZ9CzwhFZq2ZEdHJESmQ7_XKlAt,ILLO Window Projection Bow 5-Light RGB.ai,Brand Assets/Working Vectors/ILLO Window Projection Bow 5-Light RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1GB8rhbZ9CzwhFZq2ZEdHJESmQ7_XKlAt/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,620 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1zSOeYspSXNLwXHZzidPLHXlbLUoT0X81,ILLO Window Specialty Circle Top with Grilles RGB.ai,Brand Assets/Working Vectors/ILLO Window Specialty Circle Top with Grilles RGB.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1zSOeYspSXNLwXHZzidPLHXlbLUoT0X81/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,615 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1WtFza30wO0IcYBWWut1MBEkpITBCXOm_,RbA Entry Doors.ai,Brand Assets/Working Vectors/RbA Entry Doors.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1WtFza30wO0IcYBWWut1MBEkpITBCXOm_/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,316 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1lshB8cHSy9a6S5yi2AwrN30zPPxpdJkp,RbA Patio Doors.ai,Brand Assets/Working Vectors/RbA Patio Doors.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/1lshB8cHSy9a6S5yi2AwrN30zPPxpdJkp/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,228 KB,,,False,False,linked_to_drive,cataloged,not_supplied
14gD5tAjRDEqwUEFkF4YlGiL4DBYNuVy0,SR Windows.ai,Brand Assets/Working Vectors/SR Windows.ai,brand,1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,https://drive.google.com/file/d/14gD5tAjRDEqwUEFkF4YlGiL4DBYNuVy0/view,https://drive.google.com/drive/folders/1wmbPz4hKAY_yUg2fflSDUal3tAqCKXwE,vector,.ai,1.7 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1mxPKOeAy5xYdW3e-9WVlh1FYX-dN0xdW,My-Gold.ai,Brand Assets/Working Vectors/Textures 2/My-Gold.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1mxPKOeAy5xYdW3e-9WVlh1FYX-dN0xdW/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1X2MlmJY1alfsNoDqLvrqigv18CSjf1qS,TXTR Blocks 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Blocks 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1X2MlmJY1alfsNoDqLvrqigv18CSjf1qS/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.4 MB,,,False,False,linked_to_drive,cataloged,not_supplied
124Lt0jWenmEoOvpXtNv1GIVPJRtc9ZnR,TXTR Blocks Dark 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Blocks Dark 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/124Lt0jWenmEoOvpXtNv1GIVPJRtc9ZnR/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.3 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1OznlPlF2oPjINSOCoaE7VedxQEWDfOoa,TXTR Cube Farm 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Cube Farm 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1OznlPlF2oPjINSOCoaE7VedxQEWDfOoa/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1KJfHTO_YqpRVZhvkI5aLVFG4oSpMZrbn,TXTR Cube Farm 1A CMYK.png,Brand Assets/Working Vectors/Textures 2/TXTR Cube Farm 1A CMYK.png,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1KJfHTO_YqpRVZhvkI5aLVFG4oSpMZrbn/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.png,915 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1hFyNSIOjFVvoBOrvg3h2A1AkLLNU9U3l,TXTR Cube Farm Dark 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Cube Farm Dark 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1hFyNSIOjFVvoBOrvg3h2A1AkLLNU9U3l/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1mnZ_4OyHWuqInf0wku6YQfhLIHb7e44o,TXTR Cube Farm Dark 1A RGB.ai,Brand Assets/Working Vectors/Textures 2/TXTR Cube Farm Dark 1A RGB.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1mnZ_4OyHWuqInf0wku6YQfhLIHb7e44o/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,263 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1JJGz0VedU2En_p_n3qeh0ShYbNMml2tc,TXTR Cube Farm Dark 1A RGB.png,Brand Assets/Working Vectors/Textures 2/TXTR Cube Farm Dark 1A RGB.png,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1JJGz0VedU2En_p_n3qeh0ShYbNMml2tc/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.png,83 KB,,,False,False,linked_to_drive,cataloged,not_supplied
18bY_rovdG7VdR6xlYXUTBiDdhb4nKzry,TXTR Dots Dark 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Dots Dark 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/18bY_rovdG7VdR6xlYXUTBiDdhb4nKzry/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.9 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1s_TQRJEigcU0swSKwfRwJWXOoWV_Ytn3,TXTR Flux 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Flux 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1s_TQRJEigcU0swSKwfRwJWXOoWV_Ytn3/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,983 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1nqHklZmddjfvxSpUYeIOB_s6EUp84i56,TXTR Pyramid 1A_header.ai,Brand Assets/Working Vectors/Textures 2/TXTR Pyramid 1A_header.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1nqHklZmddjfvxSpUYeIOB_s6EUp84i56/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1RyZvPwVtjlvIdqsczjEBDQ9n5wa1OYAm,TXTR Pyramid 1A_header.jpg,Brand Assets/Working Vectors/Textures 2/TXTR Pyramid 1A_header.jpg,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1RyZvPwVtjlvIdqsczjEBDQ9n5wa1OYAm/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.jpg,18 KB,,,False,False,linked_to_drive,cataloged,not_supplied
13bqeEU2mbgQCtf4bnM_-lkOIzJtGxlHZ,TXTR Pyramids 1A RGB.ai,Brand Assets/Working Vectors/Textures 2/TXTR Pyramids 1A RGB.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/13bqeEU2mbgQCtf4bnM_-lkOIzJtGxlHZ/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,166 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1QAsBrijVSJQN_bJy4dxh8BfLJa88NG08,TXTR Pyramids 1A RGB.png,Brand Assets/Working Vectors/Textures 2/TXTR Pyramids 1A RGB.png,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1QAsBrijVSJQN_bJy4dxh8BfLJa88NG08/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.png,43 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1Z1LqYFK7K04M4fMVOfsDADd50wpKY19N,TXTR Pyramids Dark 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Pyramids Dark 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1Z1LqYFK7K04M4fMVOfsDADd50wpKY19N/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,962 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1wOXDA0oEi0Q36dfuDRHT7QcaHCVxjMQP,TXTR Pyramids Dark 1A RGB.ai,Brand Assets/Working Vectors/Textures 2/TXTR Pyramids Dark 1A RGB.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1wOXDA0oEi0Q36dfuDRHT7QcaHCVxjMQP/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,189 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1I2ngU918zCYED6PXMdFCjJqzTYJW8XA0,TXTR Tread 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Tread 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1I2ngU918zCYED6PXMdFCjJqzTYJW8XA0/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.3 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1ah6cbb0HHDXa4J60tn8n5EjI6ow1y_Lx,TXTR Tread 1A CMYK.jpg,Brand Assets/Working Vectors/Textures 2/TXTR Tread 1A CMYK.jpg,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1ah6cbb0HHDXa4J60tn8n5EjI6ow1y_Lx/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.jpg,42 KB,,,False,False,linked_to_drive,cataloged,not_supplied
16hnajqK7z4sK8fb6BqHWQ4G9f_MhaKeR,TXTR Tread 1A_header.ai,Brand Assets/Working Vectors/Textures 2/TXTR Tread 1A_header.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/16hnajqK7z4sK8fb6BqHWQ4G9f_MhaKeR/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.2 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1cwygXkDbdf5TX7J29eFCAkKS4LlCqKzj,TXTR Tread 1A_header.jpg,Brand Assets/Working Vectors/Textures 2/TXTR Tread 1A_header.jpg,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1cwygXkDbdf5TX7J29eFCAkKS4LlCqKzj/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.jpg,16 KB,,,False,False,linked_to_drive,cataloged,not_supplied
1uJZq9BmTNbOtvFdreiPVrEXDZ7KrwHt8,TXTR Tread Dark 1A CMYK.ai,Brand Assets/Working Vectors/Textures 2/TXTR Tread Dark 1A CMYK.ai,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1uJZq9BmTNbOtvFdreiPVrEXDZ7KrwHt8/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,vector,.ai,1.2 MB,,,False,False,linked_to_drive,cataloged,not_supplied
1ecEMx77FSiCQ74q0rwVamlk7pwXSU_wn,TXTR Tread Dark 1A CMYK.png,Brand Assets/Working Vectors/Textures 2/TXTR Tread Dark 1A CMYK.png,brand,1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,https://drive.google.com/file/d/1ecEMx77FSiCQ74q0rwVamlk7pwXSU_wn/view,https://drive.google.com/drive/folders/1cFHKZMedByLJuhDurdpZrLI7QA4FIxts,image,.png,83 KB,,,False,False,linked_to_drive,cataloged,not_supplied
175RrPdw1YMIHiH3gv1-qk23w5UM-RWCjerGVb8225xg,2026 Meta Ad Copy,Past Meta Content/2026 Meta Copy/2026 Meta Ad Copy,meta,1lpCbAb6P4xkp9Isgk6b-sztjCfzIwX4K,https://drive.google.com/file/d/175RrPdw1YMIHiH3gv1-qk23w5UM-RWCjerGVb8225xg/view,https://drive.google.com/drive/folders/1lpCbAb6P4xkp9Isgk6b-sztjCfzIwX4K,document,,5 KB,,,False,False,linked_to_drive,cataloged,not_supplied
19UiY12SWzIv2iu5gfgRJnUUbWx8Z-f29DBWrTdl4gOE,2026 Meta Scripts,Past Meta Content/2026 Meta Copy/2026 Meta Scripts,meta,1lpCbAb6P4xkp9Isgk6b-sztjCfzIwX4K,https://drive.google.com/file/d/19UiY12SWzIv2iu5gfgRJnUUbWx8Z-f29DBWrTdl4gOE/view,https://drive.google.com/drive/folders/1lpCbAb6P4xkp9Isgk6b-sztjCfzIwX4K,document,,6 KB,,,False,False,linked_to_drive,cataloged,not_supplied
